[http-nio-8080-exec-2] INFO       | com.safetynet.safetyAlerts.service.UrlsService               | Lancement de la recherche des personnes rattachées l'adresse: 1509 Culver St (UrlsService.java:59)
[main] INFO       | com.safetynet.safetyAlerts.dao.MedicalRecordDaoImpl          | ----> Update terminé, données mises à jour ! (MedicalRecordDaoImpl.java:155)
[main] INFO       | com.safetynet.safetyAlerts.dao.MedicalRecordDaoImpl          | --> SetAllMedic [{ "firstName":"firstName1", "lastName":"lastName", "birthdate":"Mon Jan 01 00:00:00 CET 2001", "medications":"null", "allergies":"null", "age":"0"}, { "firstName":"firstName2", "lastName":"lastName", "birthdate":"Mon Jan 01 00:00:00 CET 2001", "medications":"null", "allergies":"null", "age":"0"}, { "firstName":"firstName3", "lastName":"lastName", "birthdate":"Mon Jan 01 00:00:00 CET 2001", "medications":"null", "allergies":"null", "age":"0"}] (MedicalRecordDaoImpl.java:122)
[main] INFO       | com.safetynet.safetyAlerts.dao.MedicalRecordDaoImpl          | --> Liste des MedicalRecords: [{ "firstName":"firstName1", "lastName":"lastName", "birthdate":"Mon Jan 01 00:00:00 CET 2001", "medications":"null", "allergies":"null", "age":"0"}, { "firstName":"firstName2", "lastName":"lastName", "birthdate":"Mon Jan 01 00:00:00 CET 2001", "medications":"null", "allergies":"null", "age":"0"}, { "firstName":"firstName3", "lastName":"lastName", "birthdate":"Mon Jan 01 00:00:00 CET 2001", "medications":"null", "allergies":"null", "age":"0"}] (MedicalRecordDaoImpl.java:27)
[main] INFO       | com.safetynet.safetyAlerts.dao.MedicalRecordDaoImpl          | --> SetAllMedic [{ "firstName":"firstName1", "lastName":"lastName", "birthdate":"Mon Jan 01 00:00:00 CET 2001", "medications":"null", "allergies":"null", "age":"0"}, { "firstName":"firstName2", "lastName":"lastName", "birthdate":"Mon Jan 01 00:00:00 CET 2001", "medications":"null", "allergies":"null", "age":"0"}, { "firstName":"firstName3", "lastName":"lastName", "birthdate":"Mon Jan 01 00:00:00 CET 2001", "medications":"null", "allergies":"null", "age":"0"}] (MedicalRecordDaoImpl.java:122)
[main] INFO       | com.safetynet.safetyAlerts.dao.MedicalRecordDaoImpl          | --> Liste des MedicalRecords pour firstName2 lastName: [{ "firstName":"firstName2", "lastName":"lastName", "birthdate":"Mon Jan 01 00:00:00 CET 2001", "medications":"null", "allergies":"null", "age":"0"}] (MedicalRecordDaoImpl.java:45)
[main] ERROR      | com.safetynet.safetyAlerts.exceptions.DataNotFoundException  | --> ** Aucune personne trouvée pour    (DataNotFoundException.java:17)
[main] INFO       | com.safetynet.safetyAlerts.dao.MedicalRecordDaoImpl          | --> SetAllMedic [{ "firstName":"firstName1", "lastName":"lastName", "birthdate":"Mon Jan 01 00:00:00 CET 2001", "medications":"null", "allergies":"null", "age":"0"}, { "firstName":"firstName2", "lastName":"lastName", "birthdate":"Mon Jan 01 00:00:00 CET 2001", "medications":"null", "allergies":"null", "age":"0"}, { "firstName":"firstName3", "lastName":"lastName", "birthdate":"Mon Jan 01 00:00:00 CET 2001", "medications":"null", "allergies":"null", "age":"0"}] (MedicalRecordDaoImpl.java:122)
[main] INFO       | com.safetynet.safetyAlerts.dao.MedicalRecordDaoImpl          | --> MedicalRecord ajouté: { "firstName":"firstName4", "lastName":"lastName", "birthdate":"Mon Jan 01 00:00:00 CET 2001", "medications":"null", "allergies":"null", "age":"0"} (MedicalRecordDaoImpl.java:63)
[main] INFO       | com.safetynet.safetyAlerts.dao.MedicalRecordDaoImpl          | ---> Lancement de UpdateData ! (MedicalRecordDaoImpl.java:136)
[main] INFO       | com.safetynet.safetyAlerts.dao.MedicalRecordDaoImpl          | ----> Update terminé, données mises à jour ! (MedicalRecordDaoImpl.java:155)
[main] INFO       | com.safetynet.safetyAlerts.dao.MedicalRecordDaoImpl          | --> SetAllMedic [{ "firstName":"firstName1", "lastName":"lastName", "birthdate":"Mon Jan 01 00:00:00 CET 2001", "medications":"null", "allergies":"null", "age":"0"}, { "firstName":"firstName2", "lastName":"lastName", "birthdate":"Mon Jan 01 00:00:00 CET 2001", "medications":"null", "allergies":"null", "age":"0"}, { "firstName":"firstName3", "lastName":"lastName", "birthdate":"Mon Jan 01 00:00:00 CET 2001", "medications":"null", "allergies":"null", "age":"0"}] (MedicalRecordDaoImpl.java:122)
[main] INFO       | com.safetynet.safetyAlerts.dao.MedicalRecordDaoImpl          | --> MédicalRecord de firstName3 lastName Modifié ! (MedicalRecordDaoImpl.java:111)
[main] INFO       | com.safetynet.safetyAlerts.dao.MedicalRecordDaoImpl          | ---> Lancement de UpdateData ! (MedicalRecordDaoImpl.java:136)
[main] INFO       | com.safetynet.safetyAlerts.dao.MedicalRecordDaoImpl          | ----> Update terminé, données mises à jour ! (MedicalRecordDaoImpl.java:155)
[main] INFO       | com.safetynet.safetyAlerts.dao.MedicalRecordDaoImpl          | --> SetAllMedic [{ "firstName":"firstName1", "lastName":"lastName", "birthdate":"Mon Jan 01 00:00:00 CET 2001", "medications":"null", "allergies":"null", "age":"0"}, { "firstName":"firstName2", "lastName":"lastName", "birthdate":"Mon Jan 01 00:00:00 CET 2001", "medications":"null", "allergies":"null", "age":"0"}, { "firstName":"firstName3", "lastName":"lastName", "birthdate":"Mon Jan 01 00:00:00 CET 2001", "medications":"null", "allergies":"null", "age":"0"}] (MedicalRecordDaoImpl.java:122)
[main] INFO       | com.safetynet.safetyAlerts.dao.MedicalRecordDaoImpl          | --> MedicalRecord supprimé pour [{ "firstName":"firstName2", "lastName":"lastName", "birthdate":"Mon Jan 01 00:00:00 CET 2001", "medications":"null", "allergies":"null", "age":"0"}]  (MedicalRecordDaoImpl.java:85)
[main] INFO       | com.safetynet.safetyAlerts.dao.MedicalRecordDaoImpl          | ---> Lancement de UpdateData ! (MedicalRecordDaoImpl.java:136)
[main] INFO       | com.safetynet.safetyAlerts.dao.MedicalRecordDaoImpl          | ----> Update terminé, données mises à jour ! (MedicalRecordDaoImpl.java:155)
[main] INFO       | com.safetynet.safetyAlerts.dao.MedicalRecordDaoImpl          | --> SetAllMedic [{ "firstName":"firstName1", "lastName":"lastName", "birthdate":"Mon Jan 01 00:00:00 CET 2001", "medications":"null", "allergies":"null", "age":"0"}, { "firstName":"firstName2", "lastName":"lastName", "birthdate":"Mon Jan 01 00:00:00 CET 2001", "medications":"null", "allergies":"null", "age":"0"}, { "firstName":"firstName3", "lastName":"lastName", "birthdate":"Mon Jan 01 00:00:00 CET 2001", "medications":"null", "allergies":"null", "age":"0"}] (MedicalRecordDaoImpl.java:122)
[main] INFO       | com.safetynet.safetyAlerts.dao.MedicalRecordDaoImpl          | --> Liste des MedicalRecords: [{ "firstName":"firstName1", "lastName":"lastName", "birthdate":"Mon Jan 01 00:00:00 CET 2001", "medications":"null", "allergies":"null", "age":"0"}, { "firstName":"firstName2", "lastName":"lastName", "birthdate":"Mon Jan 01 00:00:00 CET 2001", "medications":"null", "allergies":"null", "age":"0"}, { "firstName":"firstName3", "lastName":"lastName", "birthdate":"Mon Jan 01 00:00:00 CET 2001", "medications":"null", "allergies":"null", "age":"0"}] (MedicalRecordDaoImpl.java:27)
[main] INFO       | com.safetynet.safetyAlerts.dao.MedicalRecordDaoImpl          | --> SetAllMedic [{ "firstName":"firstName1", "lastName":"lastName", "birthdate":"Mon Jan 01 00:00:00 CET 2001", "medications":"null", "allergies":"null", "age":"0"}, { "firstName":"firstName2", "lastName":"lastName", "birthdate":"Mon Jan 01 00:00:00 CET 2001", "medications":"null", "allergies":"null", "age":"0"}, { "firstName":"firstName3", "lastName":"lastName", "birthdate":"Mon Jan 01 00:00:00 CET 2001", "medications":"null", "allergies":"null", "age":"0"}] (MedicalRecordDaoImpl.java:122)
[main] INFO       | com.safetynet.safetyAlerts.dao.MedicalRecordDaoImpl          | --> Liste des MedicalRecords pour firstName2 lastName: [{ "firstName":"firstName2", "lastName":"lastName", "birthdate":"Mon Jan 01 00:00:00 CET 2001", "medications":"null", "allergies":"null", "age":"0"}] (MedicalRecordDaoImpl.java:45)
[main] ERROR      | com.safetynet.safetyAlerts.exceptions.DataNotFoundException  | --> ** Aucune personne trouvée pour    (DataNotFoundException.java:17)
[main] INFO       | com.safetynet.safetyAlerts.dao.MedicalRecordDaoImpl          | --> SetAllMedic [{ "firstName":"firstName1", "lastName":"lastName", "birthdate":"Mon Jan 01 00:00:00 CET 2001", "medications":"null", "allergies":"null", "age":"0"}, { "firstName":"firstName2", "lastName":"lastName", "birthdate":"Mon Jan 01 00:00:00 CET 2001", "medications":"null", "allergies":"null", "age":"0"}, { "firstName":"firstName3", "lastName":"lastName", "birthdate":"Mon Jan 01 00:00:00 CET 2001", "medications":"null", "allergies":"null", "age":"0"}] (MedicalRecordDaoImpl.java:122)
[main] INFO       | com.safetynet.safetyAlerts.dao.MedicalRecordDaoImpl          | --> MedicalRecord ajouté: { "firstName":"firstName4", "lastName":"lastName", "birthdate":"Mon Jan 01 00:00:00 CET 2001", "medications":"null", "allergies":"null", "age":"0"} (MedicalRecordDaoImpl.java:63)
[main] INFO       | com.safetynet.safetyAlerts.dao.MedicalRecordDaoImpl          | ---> Lancement de UpdateData ! (MedicalRecordDaoImpl.java:136)
[main] INFO       | com.safetynet.safetyAlerts.dao.MedicalRecordDaoImpl          | ----> Update terminé, données mises à jour ! (MedicalRecordDaoImpl.java:155)
[main] INFO       | com.safetynet.safetyAlerts.dao.MedicalRecordDaoImpl          | --> SetAllMedic [{ "firstName":"firstName1", "lastName":"lastName", "birthdate":"Mon Jan 01 00:00:00 CET 2001", "medications":"null", "allergies":"null", "age":"0"}, { "firstName":"firstName2", "lastName":"lastName", "birthdate":"Mon Jan 01 00:00:00 CET 2001", "medications":"null", "allergies":"null", "age":"0"}, { "firstName":"firstName3", "lastName":"lastName", "birthdate":"Mon Jan 01 00:00:00 CET 2001", "medications":"null", "allergies":"null", "age":"0"}] (MedicalRecordDaoImpl.java:122)
[main] INFO       | com.safetynet.safetyAlerts.dao.MedicalRecordDaoImpl          | --> MédicalRecord de firstName3 lastName Modifié ! (MedicalRecordDaoImpl.java:111)
[main] INFO       | com.safetynet.safetyAlerts.dao.MedicalRecordDaoImpl          | ---> Lancement de UpdateData ! (MedicalRecordDaoImpl.java:136)
[main] INFO       | com.safetynet.safetyAlerts.dao.MedicalRecordDaoImpl          | ----> Update terminé, données mises à jour ! (MedicalRecordDaoImpl.java:155)
[main] INFO       | com.safetynet.safetyAlerts.dao.MedicalRecordDaoImpl          | --> SetAllMedic [{ "firstName":"firstName1", "lastName":"lastName", "birthdate":"Mon Jan 01 00:00:00 CET 2001", "medications":"null", "allergies":"null", "age":"0"}, { "firstName":"firstName2", "lastName":"lastName", "birthdate":"Mon Jan 01 00:00:00 CET 2001", "medications":"null", "allergies":"null", "age":"0"}, { "firstName":"firstName3", "lastName":"lastName", "birthdate":"Mon Jan 01 00:00:00 CET 2001", "medications":"null", "allergies":"null", "age":"0"}] (MedicalRecordDaoImpl.java:122)
[main] INFO       | com.safetynet.safetyAlerts.dao.MedicalRecordDaoImpl          | --> MedicalRecord supprimé pour [{ "firstName":"firstName2", "lastName":"lastName", "birthdate":"Mon Jan 01 00:00:00 CET 2001", "medications":"null", "allergies":"null", "age":"0"}]  (MedicalRecordDaoImpl.java:85)
[main] INFO       | com.safetynet.safetyAlerts.dao.MedicalRecordDaoImpl          | ---> Lancement de UpdateData ! (MedicalRecordDaoImpl.java:136)
[main] INFO       | com.safetynet.safetyAlerts.dao.MedicalRecordDaoImpl          | ----> Update terminé, données mises à jour ! (MedicalRecordDaoImpl.java:155)
[main] INFO       | com.safetynet.safetyAlerts.dao.MedicalRecordDaoImpl          | --> SetAllMedic [{ "firstName":"firstName1", "lastName":"lastName", "birthdate":"Mon Jan 01 00:00:00 CET 2001", "medications":"null", "allergies":"null", "age":"0"}, { "firstName":"firstName2", "lastName":"lastName", "birthdate":"Mon Jan 01 00:00:00 CET 2001", "medications":"null", "allergies":"null", "age":"0"}, { "firstName":"firstName3", "lastName":"lastName", "birthdate":"Mon Jan 01 00:00:00 CET 2001", "medications":"null", "allergies":"null", "age":"0"}] (MedicalRecordDaoImpl.java:122)
[main] INFO       | com.safetynet.safetyAlerts.dao.MedicalRecordDaoImpl          | --> Liste des MedicalRecords: [{ "firstName":"firstName1", "lastName":"lastName", "birthdate":"Mon Jan 01 00:00:00 CET 2001", "medications":"null", "allergies":"null", "age":"0"}, { "firstName":"firstName2", "lastName":"lastName", "birthdate":"Mon Jan 01 00:00:00 CET 2001", "medications":"null", "allergies":"null", "age":"0"}, { "firstName":"firstName3", "lastName":"lastName", "birthdate":"Mon Jan 01 00:00:00 CET 2001", "medications":"null", "allergies":"null", "age":"0"}] (MedicalRecordDaoImpl.java:27)
[main] INFO       | com.safetynet.safetyAlerts.dao.MedicalRecordDaoImpl          | --> SetAllMedic [{ "firstName":"firstName1", "lastName":"lastName", "birthdate":"Mon Jan 01 00:00:00 CET 2001", "medications":"null", "allergies":"null", "age":"0"}, { "firstName":"firstName2", "lastName":"lastName", "birthdate":"Mon Jan 01 00:00:00 CET 2001", "medications":"null", "allergies":"null", "age":"0"}, { "firstName":"firstName3", "lastName":"lastName", "birthdate":"Mon Jan 01 00:00:00 CET 2001", "medications":"null", "allergies":"null", "age":"0"}] (MedicalRecordDaoImpl.java:122)
[main] INFO       | com.safetynet.safetyAlerts.dao.MedicalRecordDaoImpl          | --> Liste des MedicalRecords pour firstName2 lastName: [{ "firstName":"firstName2", "lastName":"lastName", "birthdate":"Mon Jan 01 00:00:00 CET 2001", "medications":"null", "allergies":"null", "age":"0"}] (MedicalRecordDaoImpl.java:45)
[main] ERROR      | com.safetynet.safetyAlerts.exceptions.DataNotFoundException  | --> ** Aucune personne trouvée pour    (DataNotFoundException.java:17)
[main] INFO       | com.safetynet.safetyAlerts.dao.MedicalRecordDaoImpl          | --> SetAllMedic [{ "firstName":"firstName1", "lastName":"lastName", "birthdate":"Mon Jan 01 00:00:00 CET 2001", "medications":"null", "allergies":"null", "age":"0"}, { "firstName":"firstName2", "lastName":"lastName", "birthdate":"Mon Jan 01 00:00:00 CET 2001", "medications":"null", "allergies":"null", "age":"0"}, { "firstName":"firstName3", "lastName":"lastName", "birthdate":"Mon Jan 01 00:00:00 CET 2001", "medications":"null", "allergies":"null", "age":"0"}] (MedicalRecordDaoImpl.java:122)
